,0
71218,clearly
71219,nice
71220,phone
71221,smooth
71222,working
71223,dont
71224,problem
71225,device
71226,overall
71227,experience
71228,good
71229,phone
71230,battery
71231,life
71232,touch
71233,good
71234,picture
71235,quality
71236,amazing
71237,dislike
71238,phone
71239,getting
71240,hang
71241,sometime
71242,fingerprint
71243,quite
71244,fast
71245,camera
71246,quality
71247,good
71248,battery
71249,life
71250,average
71251,superb
71252,mobileworth
71253,moneymust
71254,buy
71255,camera
71256,quality
71257,good
71258,sharp
71259,samsung
71260,galyax
71261,m40
71262,seawater
71263,bluecamerabattery
71264,fingerprint
71265,superb
71266,40
71267,strong
71268,product
71269,good
71270,features
71271,dont
71272,buy
71273,phone
71274,worst
71275,phone
71276,ever
71277,battery
71278,nd
71279,speaker
71280,volume
71281,worst
71282,bad
71283,productin
71284,box
71285,headphones
71286,break
71287,good
71288,product
71289,value
71290,money
71291,phone
71292,everything
71293,goodi
71294,like
71295,face
71296,unlock
71297,poor
71298,quality
71299,please
71300,improve
71301,battery
71302,quality
71303,good
71304,good
71305,set
71306,price
71307,range
71308,like
71309,look
71310,like
71311,ok
71312,product
71313,nothing
71314,extra
71315,ordinary
71316,considering
71317,new
71318,launch
71319,mobile
71320,speaker
71321,problem
71322,poor
71323,quality
71324,start
71325,button
71326,works
71327,fast
71328,also
71329,fingerprint
71330,sensor
71331,value
71332,money
71333,battery
71334,quite
71335,disappointing
71336,overall
71337,performance
71338,good
71339,first
71340,128gb
71341,storage
71342,phone
71343,price
71344,range
71345,samsung
71346,brand
71347,nice
71348,product
71349,cameras
71350,quality
71351,good
71352,battery
71353,also
71354,good
71355,20000
71356,good
71357,product
71358,go
71359,fingerprint
71360,battery
71361,life
71362,good
71363,camera
71364,poor
71365,sound
71366,baterry
71367,qualityearphone
71368,cheep
71369,looks
71370,local
71371,brand
71372,awesome
71373,mobile
71374,phone
71375,best
71376,bill
71377,quantity
71378,services
71379,law
71380,price
71381,best
71382,phon
71383,rangetouch
71384,good
71385,camera
71386,goodthis
71387,good
71388,looking
71389,phon
71390,bad
71391,battery
71392,performance
71393,battery
71394,performance
71395,processer
71396,dull
71397,much
71398,heating
71399,laggy
71400,fingerprint
71401,sensor
71402,slow
71403,open
71404,lock
71405,face
71406,detector
71407,also
71408,slow
71409,amazing
71410,mobile
71411,fingerprint
71412,reader
71413,camera
71414,quality
71415,battery
71416,awesome
71417,works
71418,smoothly
71419,use
71420,heavy
71421,apps
71422,camera
71423,m40
71424,heats
71425,amazing
71426,touch
71427,good
71428,fingerprint
71429,reader
71430,punch
71431,hole
71432,display
71433,makes
71434,phone
71435,attractive
71436,looking
71437,good
71438,battery
71439,good
71440,pathetic
71441,mobile
71442,ever
71443,seen
71444,life
71445,bad
71446,product
71447,worst
71448,service
71449,amazon
71450,sks
71451,premium
71452,nice
71453,good
71454,perfect
71455,1010
71456,product
71457,camera
71458,quality
71459,good
71460,battery
71461,also
71462,mark
71463,nice
71464,one
71465,nice
71466,mobile
71467,price
71468,bracket
71469,battery
71470,least
71471,4000
71472,mah
71473,ear
71474,piece
71475,speaker
71476,time
71477,workingand
71478,display
71479,dal
71480,user
71481,friendly
71482,phone
71483,becoming
71484,heat
71485,quickly
71486,great
71487,phone
71488,price
71489,range
71490,excited
71491,new
71492,updates
71493,voice
71494,clear
71495,35
71496,mm
71497,headphone
71498,jack
71499,missing
71500,phone
71501,calling
71502,receiving
71503,quality
71504,poor
71505,superb
71506,phone
71507,used
71508,camera
71509,quality
71510,awesome
71511,nice
71512,battery
71513,backup
71514,camera
71515,whole
71516,series
71517,worst
71518,ever
71519,camera
71520,samsung
71521,smartphones
71522,hangs
71523,always
71524,camera
71525,quality
71526,worst
71527,ever
71528,seen
71529,accepted
71530,mi
71531,touch
71532,wokring
71533,using
71534,phone
71535,charging
71536,using
71537,ear
71538,phones
71539,hello
71540,received
71541,product
71542,completely
71543,broken
71544,fingerprint
71545,reader
71546,good
71547,camera
71548,quality
71549,battery
71550,life
71551,good
71552,phone
71553,excellent
71554,touch
71555,battery
71556,life
71557,low
71558,camera
71559,good
71560,phone
71561,best
71562,ram
71563,also
71564,good
71565,camera
71566,quality
71567,nice
71568,good
71569,phone
71570,rangesatisfied
71571,product
71572,camera
71573,good
71574,best
71575,product
71576,amazing
71577,display
71578,qualitycamera
71579,quality
71580,also
71581,good
71582,price
71583,higher
71584,side
71585,good
71586,phone
71587,buy
71588,exchanging
71589,phone
71590,11000
71591,like
71592,colour
71593,mirror
71594,blue
71595,screen
71596,best
71597,finger
71598,print
71599,reader
71600,excellent
71601,battery
71602,performance
71603,good
71604,camera
71605,better
71606,like
71607,display
71608,beutification
71609,front
71610,cam
71611,playing
71612,video
71613,handset
71614,getting
71615,hot
71616,even
71617,cant
71618,hold
71619,hand
71620,awesome
71621,good
71622,quality
71623,product
71624,worth
71625,nice
71626,ok
71627,battery
71628,life
71629,need
71630,improve
71631,fingerprint
71632,working
71633,well
71634,calling
71635,voice
71636,low
71637,times
71638,voice
71639,clear
71640,display
71641,quality
71642,ver
71643,low
71644,bettery
71645,life
71646,also
71647,low
71648,good
71649,phone
71650,20000
71651,one
71652,best
71653,mobile
71654,clear
71655,video
71656,calls
71657,camera
71658,quality
71659,speedy
71660,gadget
71661,camera
71662,quality
71663,upto
71664,mark
71665,including
71666,live
71667,focus
71668,design
71669,good
71670,thats
71671,nothing
71672,good
71673,battery
71674,good
71675,phone
71676,everything
71677,else
71678,good
71679,good
71680,samsung
71681,phone
71682,specially
71683,triple
71684,rear
71685,camera
71686,battery
71687,life
71688,super
71689,mobile
71690,advance
71691,features
71692,love
71693,software
71694,bugs
71695,battery
71696,life
71697,good
71698,operations
71699,issues
71700,liked
71701,mobile
71702,features
71703,better
71704,low
71705,cost
71706,good
71707,volume
71708,somewhat
71709,less
71710,ears
71711,wowwww
71712,face
71713,recognized
71714,unlockjust
71715,awesome
71716,camera
71717,high
71718,contrast
71719,better
71720,used
71721,google
71722,lens
71723,really
71724,good
71725,best
71726,thing
71727,phone
71728,camera
71729,really
71730,like
71731,purchased
71732,device
71733,within
71734,3
71735,months
71736,charging
71737,done
71738,really
71739,upset
71740,buy
71741,phone
71742,tried
71743,replace
71744,happened
71745,buy
71746,core
71747,samsung
71748,fan
71749,otherwise
71750,go
71751,mi
71752,realme
71753,good
71754,product
71755,good
71756,camera
71757,quality
71758,battery
71759,backup
71760,good
71761,like
71762,everything
71763,mobile
71764,samsung
71765,40
71766,battery
71767,life
71768,heating
71769,issues
71770,type
71771,c
71772,headphones
71773,battery
71774,draining
71775,fast
71776,4k
71777,recording
71778,working
71779,properly
71780,screen
71781,automatically
71782,turns
71783,black
71784,call
71785,arrived
71786,fingerprint
71787,reader
71788,working
71789,good
71790,secondary
71791,camera
71792,performance
71793,average
71794,good
71795,fingerprint
71796,reader
71797,nice
71798,camera
71799,quality
71800,battery
71801,life
71802,good
71803,range
71804,good
71805,product
71806,samsung
71807,good
71808,camera
71809,display
71810,great
71811,mobile
71812,wish
71813,bettery
71814,life
71815,little
71816,better
71817,superb
71818,product
71819,quick
71820,delivery
71821,affordable
71822,phone
71823,20k
71824,nice
71825,device
71826,good
71827,picture
71828,quality
71829,fast
71830,operation
71831,without
71832,hang
71833,camera
71834,quality
71835,appropriate
71836,rathere
71837,everything
71838,great
71839,camara
71840,quality
71841,good
71842,play
71843,store
71844,installation
71845,taking
71846,much
71847,time
71848,nice
71849,best
71850,budget
71851,phone
71852,good
71853,configuration
71854,good
71855,worthy
71856,battery
71857,good
71858,battery
71859,could
71860,better
71861,nice
71862,product
71863,good
71864,quality
71865,super
71866,battery
71867,upto
71868,markrest
71869,features
71870,nice
71871,good
71872,camera
71873,quality
71874,fast
71875,processor
71876,pocket
71877,friendly
71878,phone
71879,got
71880,phone
71881,today
71882,good
71883,phone
71884,overall
71885,happy
71886,phone
71887,screen
71888,camera
71889,quality
71890,best
71891,best
71892,mobile
71893,price
71894,received
71895,saw
71896,sticker
71897,package
71898,use
71899,indian
71900,sim
71901,fingerprinter
71902,reader
71903,usually
71904,takes
71905,time
71906,read
71907,unless
71908,6
71909,gb
71910,phones
71911,amazon
71912,always
71913,comes
71914,best
71915,services
71916,100
71917,genuine
71918,products
71919,problem
71920,hearing
71921,voice
71922,callerno
71923,clarity
71924,echo
71925,best
71926,phone
71927,samsung
71928,ever
71929,delivered
71930,budget
71931,category
71932,pathetic
71933,performance
71934,battery
71935,life
71936,0
71937,better
71938,tou
71939,buy
71940,mi
71941,phones
71942,overall
71943,good
71944,phone
71945,average
71946,usecamera
71947,quality
71948,also
71949,good
71950,battery
71951,life
71952,fhd
71953,screen
71954,things
71955,improved
71956,overall
71957,phone
71958,best
71959,branding
71960,samsung
71961,price
71962,good
71963,product
71964,mid
71965,budget
71966,happy
71967,features
71968,camera
71969,battery
71970,disappoints
71971,finger
71972,scan
71973,slowcamera
71974,focus
71975,doom
71976,best
71977,phone
71978,available
71979,price
71980,range
71981,battery
71982,would
71983,better
71984,good
71985,camera
71986,qualityexcellent
71987,battery
71988,life
71989,quick
71990,fingerprint
71991,reader
71992,great
71993,phone
71994,range
71995,battery
71996,gets
71997,charged
71998,soon
71999,ok
72000,battery
72001,life
72002,good
72003,product
72004,well
72005,packed
72006,fast
72007,delivery
72008,great
72009,value
72010,money
72011,good
72012,dislikes
72013,reliable
72014,product
72015,samsung
72016,pay
72017,available
72018,battery
72019,life
72020,good
72021,like
72022,ram
72023,gamingbut
72024,dislike
72025,battery
72026,life
72027,battery
72028,backup
72029,less
72030,atleast
72031,4000mah
72032,battery
72033,battery
72034,backup
72035,low
72036,fingerprint
72037,also
72038,little
72039,bit
72040,slow
72041,face
72042,detection
72043,bit
72044,slow
72045,overall
72046,awesome
72047,phone
72048,20k
72049,nice
72050,mobile
72051,expectation
72052,huge
72053,reality
72054,upto
72055,level
72056,face
72057,unlock
72058,slow
72059,good
72060,battery
72061,download
72062,problems
72063,google
72064,playstore
72065,downloads
72066,satisfying
72067,slow
72068,great
72069,expectations
72070,works
72071,fine
72072,every
72073,day
72074,activities
72075,camera
72076,quality
72077,poor
72078,expected
72079,battery
72080,long
72081,lasted
72082,good
72083,phone
72084,sometimes
72085,lags
72086,connected
72087,charging
72088,better
72089,battery
72090,lifeface
72091,unlock
72092,fingerprint
72093,good
72094,first
72095,amazing
72096,mobile
72097,phone
72098,good
72099,looking
72100,better
72101,camera
72102,quality
72103,galaxy
72104,m40
72105,good
72106,phone
72107,much
72108,anticipated
72109,price
72110,high
72111,picture
72112,quality
72113,speakers
72114,worst
72115,bad
72116,experience
72117,battery
72118,backup
72119,good
72120,well
72121,front
72122,camera
72123,poor
72124,good
72125,good
72126,feel
72127,like
72128,s10
72129,good
72130,battery
72131,couldve
72132,bigger
72133,phone
72134,pretty
72135,amazing
72136,think
72137,amzon
72138,gets
72139,defected
72140,products
